date,product,category,region,sales_amount,quantity,profit,year,month,month_name,year_month,profit_margin
2021-08-28,Monitor,Electronics,South,2995.64,2,541.44,2021,8,Aug,2021-08,18.07
2021-08-06,Cereal,Groceries,Central,16.49,2,1.48,2021,8,Aug,2021-08,8.98
2023-05-11,Smartwatch,Electronics,North,739.01,1,83.9,2023,5,May,2023-05,11.35
2023-02-13,Jacket,Clothing,East,134.66,1,71.64,2023,2,Feb,2023-02,53.2
2021-09-24,Chair,Furniture,Central,436.46000000000004,1,99.46,2021,9,Sep,2021-09,22.79
2023-05-28,Tablet,Electronics,East,4579.11,4,526.68,2023,5,May,2023-05,11.5
2022-09-29,Rice,Groceries,Central,120.83,5,11.51,2022,9,Sep,2022-09,9.53
2021-12-01,Chair,Furniture,Central,2022.05,3,575.78,2021,12,Dec,2021-12,28.48
2022-11-13,Dumbbell Set,Sports,East,216.0,3,61.2,2022,11,Nov,2022-11,28.33
2021-09-06,Tablet,Electronics,West,2245.51,5,340.66,2021,9,Sep,2021-09,15.17
2021-05-31,Milk,Groceries,West,76.86,4,5.94,2021,5,May,2021-05,7.73
2023-05-21,Dumbbell Set,Sports,North,307.36,3,106.59,2023,5,May,2023-05,34.68
2022-02-28,Shoes,Clothing,South,458.94,3,172.19,2022,2,Feb,2022-02,37.52
2021-07-04,Juice,Groceries,North,50.19,4,3.39,2021,7,Jul,2021-07,6.75
2023-09-22,Juice,Groceries,North,23.52,2,1.31,2023,9,Sep,2023-09,5.57
2022-05-28,Milk,Groceries,North,51.8,2,6.99,2022,5,May,2022-05,13.49
2023-04-26,Coffee,Groceries,West,41.93,2,3.06,2023,4,Apr,2023-04,7.3
2022-02-19,Sofa,Furniture,West,100.58,1,21.72,2022,2,Feb,2022-02,21.59
2021-01-30,Milk,Groceries,South,43.53,2,2.47,2021,1,Jan,2021-01,5.67
2021-07-26,Olive Oil,Groceries,South,31.63,3,2.81,2021,7,Jul,2021-07,8.88
2021-04-14,Webcam,Electronics,South,4658.63,4,641.39,2021,4,Apr,2021-04,13.77
2022-06-04,Coffee,Groceries,North,4.38,1,0.3,2022,6,Jun,2022-06,6.85
2021-01-24,Sweater,Clothing,East,151.23,1,67.78,2021,1,Jan,2021-01,44.82
2021-12-22,Bed Frame,Furniture,East,567.01,4,133.5,2021,12,Dec,2021-12,23.54
2021-06-01,Yoga Mat,Sports,West,829.98,3,224.97,2021,6,Jun,2021-06,27.11
2022-04-05,Bed Frame,Furniture,South,1382.99,5,515.61,2022,4,Apr,2022-04,37.28
2022-12-25,Shoes,Clothing,East,280.63,2,105.5,2022,12,Dec,2022-12,37.59
2022-11-27,Jeans,Clothing,South,124.57,6,64.82,2022,11,Nov,2022-11,52.04
2023-11-03,Running Shoes,Sports,Central,336.01,6,105.08,2023,11,Nov,2023-11,31.27
2022-08-07,Dumbbell Set,Sports,North,970.47,3,317.65,2022,8,Aug,2022-08,32.73
2021-07-21,Sofa,Furniture,South,979.93,2,221.27,2021,7,Jul,2021-07,22.58
2021-07-18,Tennis Racket,Sports,South,450.93,3,195.34,2021,7,Jul,2021-07,43.32
2023-06-26,Shorts,Clothing,West,238.29,5,86.2,2023,6,Jun,2023-06,36.17
2022-02-05,Laptop,Electronics,West,2663.37,3,219.9,2022,2,Feb,2022-02,8.26
2023-04-06,Wardrobe,Furniture,West,320.85,1,85.29,2023,4,Apr,2023-04,26.58
2021-06-27,Laptop,Electronics,North,1299.08,4,157.17,2021,6,Jun,2021-06,12.1
2022-04-16,Juice,Groceries,West,54.29,2,4.4,2022,4,Apr,2022-04,8.1
2022-02-28,Juice,Groceries,East,17.12,1,1.89,2022,2,Feb,2022-02,11.04
2023-10-04,Smartphone,Electronics,South,1161.77,2,111.16,2023,10,Oct,2023-10,9.57
2022-11-26,Bread,Groceries,Central,115.07,7,13.61,2022,11,Nov,2022-11,11.83
2022-06-10,Jacket,Clothing,North,640.87,5,247.57,2022,6,Jun,2022-06,38.63
2021-10-30,Tennis Racket,Sports,West,1963.69,6,635.71,2021,10,Oct,2021-10,32.37
2023-12-04,Dumbbell Set,Sports,East,520.94,6,195.09,2023,12,Dec,2023-12,37.45
2022-06-04,Coffee,Groceries,West,174.76,6,24.06,2022,6,Jun,2022-06,13.77
2022-12-11,Webcam,Electronics,North,2439.88,5,432.15,2022,12,Dec,2022-12,17.71
2022-01-01,Headphones,Electronics,Central,1693.83,3,147.65,2022,1,Jan,2022-01,8.72
2021-05-31,Desk,Furniture,Central,3326.45,7,1293.12,2021,5,May,2021-05,38.87
2022-07-14,Smartphone,Electronics,North,7762.94,6,1487.37,2022,7,Jul,2022-07,19.16
2021-11-08,Sofa,Furniture,West,2815.92,6,664.85,2021,11,Nov,2021-11,23.61
2022-04-23,Tennis Racket,Sports,South,486.73,2,194.15,2022,4,Apr,2022-04,39.89
2021-06-24,Smartwatch,Electronics,West,713.74,3,85.56,2021,6,Jun,2021-06,11.99
2022-10-18,Olive Oil,Groceries,West,8.47,2,1.09,2022,10,Oct,2022-10,12.87
2022-03-15,Shoes,Clothing,East,377.41,2,125.81,2022,3,Mar,2022-03,33.34
2021-08-18,Bicycle,Sports,West,576.56,4,164.72,2021,8,Aug,2021-08,28.57
2023-08-26,Coffee,Groceries,South,32.65,2,3.31,2023,8,Aug,2023-08,10.14
2022-10-14,Wardrobe,Furniture,South,1328.46,2,271.01,2022,10,Oct,2022-10,20.4
2022-10-02,Jeans,Clothing,South,122.96,5,44.24,2022,10,Oct,2022-10,35.98
2021-03-17,Running Shoes,Sports,Central,1058.92,3,374.23,2021,3,Mar,2021-03,35.34
2021-06-06,Sweater,Clothing,West,50.95,3,22.74,2021,6,Jun,2021-06,44.63
2021-04-18,Bread,Groceries,Central,27.43,1,3.21,2021,4,Apr,2021-04,11.7
2023-06-23,Running Shoes,Sports,East,363.31,1,118.26,2023,6,Jun,2023-06,32.55
2023-01-05,Milk,Groceries,Central,36.82,3,2.66,2023,1,Jan,2023-01,7.22
2023-08-04,Monitor,Electronics,Central,669.45,1,102.73,2023,8,Aug,2023-08,15.35
2021-01-30,Smartphone,Electronics,South,1604.17,2,198.95,2021,1,Jan,2021-01,12.4
2021-02-18,Desk,Furniture,East,2218.45,4,624.78,2021,2,Feb,2021-02,28.16
2021-10-25,Running Shoes,Sports,West,135.09,2,41.26,2021,10,Oct,2021-10,30.54
2022-04-25,Bread,Groceries,North,58.45,2,3.62,2022,4,Apr,2022-04,6.19
2023-11-25,Running Shoes,Sports,Central,103.62,2,39.14,2023,11,Nov,2023-11,37.77
2021-05-31,Cereal,Groceries,Central,80.22,3,4.87,2021,5,May,2021-05,6.07
2023-09-28,Bed Frame,Furniture,Central,3877.82,5,1032.32,2023,9,Sep,2023-09,26.62
2021-12-30,Bicycle,Sports,South,730.89,2,255.64,2021,12,Dec,2021-12,34.98
2023-06-03,Yoga Mat,Sports,West,2345.89,6,800.91,2023,6,Jun,2023-06,34.14
2021-02-20,Dress,Clothing,East,357.9,2,129.66,2021,2,Feb,2021-02,36.23
2022-02-16,Cereal,Groceries,North,20.79,1,2.71,2022,2,Feb,2022-02,13.04
2021-01-13,Cereal,Groceries,North,102.32,5,15.02,2021,1,Jan,2021-01,14.68
2021-08-25,Webcam,Electronics,Central,5144.25,5,663.31,2021,8,Aug,2021-08,12.89
2023-04-19,Wardrobe,Furniture,East,707.88,1,181.91,2023,4,Apr,2023-04,25.7
2021-09-03,Sweater,Clothing,South,96.65,3,40.23,2021,9,Sep,2021-09,41.62
2022-07-17,Shorts,Clothing,South,173.19,2,68.23,2022,7,Jul,2022-07,39.4
2022-09-27,Webcam,Electronics,North,3269.7,5,647.41,2022,9,Sep,2022-09,19.8
2023-07-03,Tablet,Electronics,East,621.01,2,92.88,2023,7,Jul,2023-07,14.96
2023-01-31,Tennis Racket,Sports,South,840.68,4,321.46,2023,1,Jan,2023-01,38.24
2022-07-23,Desk,Furniture,North,91.6,1,34.75,2022,7,Jul,2022-07,37.94
2021-07-01,Jeans,Clothing,East,527.63,3,289.64,2021,7,Jul,2021-07,54.89
2022-11-01,Jeans,Clothing,East,467.78,4,182.09,2022,11,Nov,2022-11,38.93
2022-08-07,Dumbbell Set,Sports,East,665.17,2,273.58,2022,8,Aug,2022-08,41.13
2021-12-30,Headphones,Electronics,West,3772.69,7,446.87,2021,12,Dec,2021-12,11.84
2021-12-18,Dumbbell Set,Sports,West,1094.22,3,319.53,2021,12,Dec,2021-12,29.2
2023-06-09,Milk,Groceries,North,71.45,4,10.13,2023,6,Jun,2023-06,14.18
2021-08-31,Jacket,Clothing,West,300.11,3,94.94,2021,8,Aug,2021-08,31.64
2022-05-30,Coffee,Groceries,West,1.97,1,0.29,2022,5,May,2022-05,14.72
2023-02-11,T-Shirt,Clothing,South,62.14,3,26.25,2023,2,Feb,2023-02,42.24
2023-01-29,T-Shirt,Clothing,South,73.8,2,29.24,2023,1,Jan,2023-01,39.62
2021-07-10,Shorts,Clothing,North,299.64,6,90.77,2021,7,Jul,2021-07,30.29
2022-04-26,Shorts,Clothing,South,101.07,1,47.52,2022,4,Apr,2022-04,47.02
2022-04-06,Monitor,Electronics,Central,1815.9,4,331.84,2022,4,Apr,2022-04,18.27
2021-06-03,Rice,Groceries,West,74.87,3,9.72,2021,6,Jun,2021-06,12.98
2022-01-25,Wardrobe,Furniture,Central,3090.38,4,944.09,2022,1,Jan,2022-01,30.55
2022-01-30,Jeans,Clothing,West,148.47,1,51.51,2022,1,Jan,2022-01,34.69
2022-09-15,Juice,Groceries,South,125.1,5,11.81,2022,9,Sep,2022-09,9.44
2021-06-20,Running Shoes,Sports,North,42.19,2,12.93,2021,6,Jun,2021-06,30.65
2022-09-28,Wardrobe,Furniture,East,868.5,6,245.31,2022,9,Sep,2022-09,28.25
2021-04-06,Webcam,Electronics,East,357.94,1,35.41,2021,4,Apr,2021-04,9.89
2022-06-11,Smartphone,Electronics,South,3922.96,4,370.39,2022,6,Jun,2022-06,9.44
2021-04-03,Shoes,Clothing,North,68.49,2,25.29,2021,4,Apr,2021-04,36.93
2023-04-10,Jacket,Clothing,Central,745.25,4,377.49,2023,4,Apr,2023-04,50.65
2021-08-14,Jacket,Clothing,Central,307.98,2,135.35,2021,8,Aug,2021-08,43.95
2023-12-08,Bookshelf,Furniture,Central,758.89,6,175.44,2023,12,Dec,2023-12,23.12
2022-11-12,Desk,Furniture,South,716.11,1,152.81,2022,11,Nov,2022-11,21.34
2023-11-05,Laptop,Electronics,West,1306.21,5,260.95,2023,11,Nov,2023-11,19.98
2021-07-12,Juice,Groceries,South,72.77,5,8.24,2021,7,Jul,2021-07,11.32
2023-11-15,Headphones,Electronics,Central,5121.16,4,438.89,2023,11,Nov,2023-11,8.57
2021-05-01,Desk,Furniture,North,536.29,1,213.36,2021,5,May,2021-05,39.78
2022-04-25,Cereal,Groceries,Central,436.46000000000004,5,130.83,2022,4,Apr,2022-04,29.98
2023-07-07,Olive Oil,Groceries,Central,2.59,2,0.33,2023,7,Jul,2023-07,12.74
2023-08-17,Dumbbell Set,Sports,South,297.19,1,75.18,2023,8,Aug,2023-08,25.3
2023-07-03,Dress,Clothing,North,154.28,1,80.44,2023,7,Jul,2023-07,52.14
2021-09-12,Bed Frame,Furniture,North,169.4,1,62.92,2021,9,Sep,2021-09,37.14
2023-07-08,Laptop,Electronics,North,333.38,1,66.41,2023,7,Jul,2023-07,19.92
2023-10-16,Headphones,Electronics,South,1160.63,6,107.07,2023,10,Oct,2023-10,9.23
2021-06-04,Olive Oil,Groceries,South,66.13,4,8.0,2021,6,Jun,2021-06,12.1
2021-12-30,Sweater,Clothing,South,311.92,3,134.96,2021,12,Dec,2021-12,43.27
2021-03-30,Wardrobe,Furniture,South,436.46000000000004,4,130.83,2021,3,Mar,2021-03,29.98
2023-06-03,Tennis Racket,Sports,South,1013.72,4,397.74,2023,6,Jun,2023-06,39.24
2023-08-27,T-Shirt,Clothing,South,178.51,2,59.66,2023,8,Aug,2023-08,33.42
2022-04-24,Tennis Racket,Sports,East,736.59,5,237.82,2022,4,Apr,2022-04,32.29
2023-05-18,Monitor,Electronics,West,6300.19,5,794.18,2023,5,May,2023-05,12.61
2021-06-20,Webcam,Electronics,Central,4468.17,3,872.46,2021,6,Jun,2021-06,19.53
2022-01-09,Chair,Furniture,South,570.26,3,201.55,2022,1,Jan,2022-01,35.34
2023-11-29,Jacket,Clothing,West,564.86,4,191.38,2023,11,Nov,2023-11,33.88
2022-01-23,Olive Oil,Groceries,North,47.68,2,5.96,2022,1,Jan,2022-01,12.5
2021-07-06,Desk,Furniture,Central,4022.84,6,1602.67,2021,7,Jul,2021-07,39.84
2021-12-25,Rice,Groceries,South,40.14,2,4.39,2021,12,Dec,2021-12,10.94
2023-06-28,T-Shirt,Clothing,Central,245.97,6,110.26,2023,6,Jun,2023-06,44.83
2023-10-04,Cereal,Groceries,South,27.91,2,1.61,2023,10,Oct,2023-10,5.77
2022-05-23,Olive Oil,Groceries,East,25.25,1,1.96,2022,5,May,2022-05,7.76
2022-01-13,Coffee,Groceries,South,80.89,4,10.44,2022,1,Jan,2022-01,12.91
2023-12-23,Bread,Groceries,South,28.85,7,3.75,2023,12,Dec,2023-12,13.0
2021-10-15,Sweater,Clothing,South,1155.8,6,505.83,2021,10,Oct,2021-10,43.76
2023-07-30,Olive Oil,Groceries,South,82.1,3,12.06,2023,7,Jul,2023-07,14.69
2023-10-03,Jeans,Clothing,South,221.31,2,93.46,2023,10,Oct,2023-10,42.23
2021-12-08,Sweater,Clothing,North,292.46,2,110.69,2021,12,Dec,2021-12,37.85
2023-12-20,Dress,Clothing,Central,30.64,2,12.72,2023,12,Dec,2023-12,41.51
2021-07-14,Running Shoes,Sports,East,328.79,4,110.69,2021,7,Jul,2021-07,33.67
2021-10-24,Cereal,Groceries,East,7.84,2,0.63,2021,10,Oct,2021-10,8.04
2022-09-30,Jacket,Clothing,South,434.47,4,170.55,2022,9,Sep,2022-09,39.25
2022-05-31,Lamp,Furniture,East,683.15,1,173.81,2022,5,May,2022-05,25.44
2022-02-24,Yoga Mat,Sports,North,93.41,2,28.59,2022,2,Feb,2022-02,30.61
2021-08-27,Bed Frame,Furniture,Central,744.16,1,207.59,2021,8,Aug,2021-08,27.9
2023-06-17,Milk,Groceries,Central,57.36,2,5.03,2023,6,Jun,2023-06,8.77
2021-06-01,Dress,Clothing,West,516.43,5,204.29,2021,6,Jun,2021-06,39.56
2021-03-15,Jeans,Clothing,West,82.49,1,26.61,2021,3,Mar,2021-03,32.26
2021-01-07,Smartwatch,Electronics,West,811.79,1,95.19,2021,1,Jan,2021-01,11.73
2022-06-03,Sweater,Clothing,North,359.61,4,188.87,2022,6,Jun,2022-06,52.52
2022-04-11,Lamp,Furniture,South,1264.28,2,340.91,2022,4,Apr,2022-04,26.96
2023-05-01,Smartphone,Electronics,West,2524.75,3,343.19,2023,5,May,2023-05,13.59
2021-08-17,Running Shoes,Sports,North,1600.05,5,565.83,2021,8,Aug,2021-08,35.36
2021-08-24,Wardrobe,Furniture,Central,775.82,1,221.54,2021,8,Aug,2021-08,28.56
2021-05-19,Running Shoes,Sports,South,189.74,3,75.8,2021,5,May,2021-05,39.95
2022-10-08,Tennis Racket,Sports,East,450.68,2,149.39,2022,10,Oct,2022-10,33.15
2021-12-23,Bicycle,Sports,North,749.62,4,286.39,2021,12,Dec,2021-12,38.2
2021-10-05,Bread,Groceries,South,23.73,3,1.41,2021,10,Oct,2021-10,5.94
2022-01-27,Yoga Mat,Sports,North,541.16,3,219.45,2022,1,Jan,2022-01,40.55
2021-04-01,Chair,Furniture,West,712.07,2,241.97,2021,4,Apr,2021-04,33.98
2022-12-05,Coffee,Groceries,North,29.47,4,3.0,2022,12,Dec,2022-12,10.18
2022-11-28,Olive Oil,Groceries,South,42.34,2,3.35,2022,11,Nov,2022-11,7.91
2022-02-11,Headphones,Electronics,Central,3105.64,4,320.64,2022,2,Feb,2022-02,10.32
2021-08-12,Bed Frame,Furniture,North,926.54,6,304.58,2021,8,Aug,2021-08,32.87
2023-10-21,Milk,Groceries,East,21.67,3,2.86,2023,10,Oct,2023-10,13.2
2022-11-18,Coffee,Groceries,West,71.88,6,8.11,2022,11,Nov,2022-11,11.28
2022-08-24,Olive Oil,Groceries,North,60.0,6,4.54,2022,8,Aug,2022-08,7.57
2023-05-24,Running Shoes,Sports,East,100.72,4,31.67,2023,5,May,2023-05,31.44
2021-11-14,Tennis Racket,Sports,Central,2730.8,7,799.84,2021,11,Nov,2021-11,29.29
2023-09-19,Laptop,Electronics,North,917.2,4,153.65,2023,9,Sep,2023-09,16.75
2021-09-15,Bicycle,Sports,North,1130.05,4,422.26,2021,9,Sep,2021-09,37.37
2021-08-17,Yoga Mat,Sports,South,64.9,3,22.87,2021,8,Aug,2021-08,35.24
2023-06-23,Wardrobe,Furniture,North,740.19,3,148.17,2023,6,Jun,2023-06,20.02
2021-01-05,Chair,Furniture,West,2959.85,4,812.39,2021,1,Jan,2021-01,27.45
2021-12-03,Bread,Groceries,East,16.3,3,1.54,2021,12,Dec,2021-12,9.45
2022-03-27,Sofa,Furniture,East,175.17,2,63.93,2022,3,Mar,2022-03,36.5
2023-05-16,Jacket,Clothing,East,504.02,3,236.29,2023,5,May,2023-05,46.88
2023-02-23,Webcam,Electronics,South,160.13,1,15.82,2023,2,Feb,2023-02,9.88
2023-12-28,Shoes,Clothing,West,454.66,3,149.8,2023,12,Dec,2023-12,32.95
2023-05-01,Yoga Mat,Sports,East,1165.33,6,406.33,2023,5,May,2023-05,34.87
2023-05-28,Webcam,Electronics,West,774.76,2,80.16,2023,5,May,2023-05,10.35
2023-12-17,Chair,Furniture,South,1276.89,5,316.46,2023,12,Dec,2023-12,24.78
2023-01-07,Laptop,Electronics,Central,1232.88,1,156.55,2023,1,Jan,2023-01,12.7
2023-08-17,Lamp,Furniture,East,2427.26,5,639.27,2023,8,Aug,2023-08,26.34
2021-09-16,Sofa,Furniture,Central,551.69,2,214.67,2021,9,Sep,2021-09,38.91
2023-02-22,Coffee,Groceries,East,27.01,1,3.47,2023,2,Feb,2023-02,12.85
2021-02-27,Running Shoes,Sports,South,138.59,1,58.71,2021,2,Feb,2021-02,42.36
2022-08-03,Jacket,Clothing,North,108.88,3,58.06,2022,8,Aug,2022-08,53.32
2022-07-20,Desk,Furniture,West,2367.24,4,646.64,2022,7,Jul,2022-07,27.32
2022-03-17,Coffee,Groceries,West,90.56,4,11.14,2022,3,Mar,2022-03,12.3
2021-07-29,Juice,Groceries,South,83.38,3,8.53,2021,7,Jul,2021-07,10.23
2021-12-28,Cereal,Groceries,West,20.31,3,1.88,2021,12,Dec,2021-12,9.26
2021-02-02,Chair,Furniture,East,297.4,1,63.87,2021,2,Feb,2021-02,21.48
2022-11-27,Rice,Groceries,Central,18.3,1,1.57,2022,11,Nov,2022-11,8.58
2023-07-06,Sweater,Clothing,South,319.01,4,124.87,2023,7,Jul,2023-07,39.14
2021-07-31,Dumbbell Set,Sports,Central,489.81,5,132.71,2021,7,Jul,2021-07,27.09
2022-03-10,Wardrobe,Furniture,East,2269.01,3,533.42,2022,3,Mar,2022-03,23.51
2021-06-29,Cereal,Groceries,South,5.26,1,0.76,2021,6,Jun,2021-06,14.45
2021-04-13,Bicycle,Sports,South,436.46000000000004,3,130.83,2021,4,Apr,2021-04,29.98
2023-05-08,Bed Frame,Furniture,South,336.37,1,101.89,2023,5,May,2023-05,30.29
2021-12-20,Coffee,Groceries,Central,125.41,5,11.58,2021,12,Dec,2021-12,9.23
2022-09-04,Desk,Furniture,South,2708.76,6,849.52,2022,9,Sep,2022-09,31.36
2023-02-02,T-Shirt,Clothing,North,85.26,1,46.54,2023,2,Feb,2023-02,54.59
2022-01-20,Jacket,Clothing,Central,375.05,3,181.27,2022,1,Jan,2022-01,48.33
2023-12-18,Tennis Racket,Sports,West,2783.36,7,762.45,2023,12,Dec,2023-12,27.39
2022-03-08,Bread,Groceries,North,16.76,2,1.34,2022,3,Mar,2022-03,8.0
2023-12-28,Shorts,Clothing,Central,527.11,3,208.78,2023,12,Dec,2023-12,39.61
2021-10-05,Wardrobe,Furniture,North,1474.83,3,302.88,2021,10,Oct,2021-10,20.54
2022-01-12,Bed Frame,Furniture,Central,2151.18,3,846.71,2022,1,Jan,2022-01,39.36
2023-04-25,Coffee,Groceries,North,12.8,3,1.29,2023,4,Apr,2023-04,10.08
2023-10-15,Yoga Mat,Sports,East,920.23,4,288.16,2023,10,Oct,2023-10,31.31
2023-05-27,Tennis Racket,Sports,West,1488.65,4,579.03,2023,5,May,2023-05,38.9
2022-11-12,Lamp,Furniture,West,1393.06,6,433.39,2022,11,Nov,2022-11,31.11
2021-03-02,Bed Frame,Furniture,West,464.97,3,94.21,2021,3,Mar,2021-03,20.26
2021-01-03,Lamp,Furniture,Central,318.86,2,120.06,2021,1,Jan,2021-01,37.65
2023-07-20,Jacket,Clothing,East,296.99,4,138.84,2023,7,Jul,2023-07,46.75
2023-11-23,Bicycle,Sports,Central,122.02,2,33.41,2023,11,Nov,2023-11,27.38
2021-10-07,Laptop,Electronics,North,436.46000000000004,1,130.83,2021,10,Oct,2021-10,29.98
2023-02-10,Bookshelf,Furniture,East,1956.01,3,535.45,2023,2,Feb,2023-02,27.37
2023-07-29,Laptop,Electronics,West,2642.6,3,256.95,2023,7,Jul,2023-07,9.72
2022-02-10,Dumbbell Set,Sports,South,1053.65,3,346.93,2022,2,Feb,2022-02,32.93
2022-02-27,Yoga Mat,Sports,East,195.58,2,52.19,2022,2,Feb,2022-02,26.68
2021-11-23,Wardrobe,Furniture,North,1874.22,5,414.83,2021,11,Nov,2021-11,22.13
2021-02-06,Shoes,Clothing,West,528.11,3,181.35,2021,2,Feb,2021-02,34.34
2023-09-11,Lamp,Furniture,North,761.1,2,186.38,2023,9,Sep,2023-09,24.49
2023-10-01,Dress,Clothing,East,336.88,5,142.38,2023,10,Oct,2023-10,42.26
2021-04-09,Cereal,Groceries,West,17.64,3,0.97,2021,4,Apr,2021-04,5.5
2022-07-19,T-Shirt,Clothing,Central,44.44,2,18.34,2022,7,Jul,2022-07,41.27
2022-03-02,Cereal,Groceries,East,22.22,2,2.09,2022,3,Mar,2022-03,9.41
2022-01-11,Sofa,Furniture,Central,1953.37,3,681.75,2022,1,Jan,2022-01,34.9
2022-09-17,Bread,Groceries,North,79.07,3,5.64,2022,9,Sep,2022-09,7.13
2022-01-15,Milk,Groceries,North,101.23,4,10.46,2022,1,Jan,2022-01,10.33
2023-09-19,Jacket,Clothing,East,202.88,4,70.14,2023,9,Sep,2023-09,34.57
2021-12-25,Bicycle,Sports,South,546.77,5,204.92,2021,12,Dec,2021-12,37.48
2023-06-17,Bread,Groceries,East,89.36,3,8.58,2023,6,Jun,2023-06,9.6
2021-08-11,Wardrobe,Furniture,North,1157.36,3,252.78,2021,8,Aug,2021-08,21.84
2023-04-17,Bread,Groceries,West,88.67,3,6.62,2023,4,Apr,2023-04,7.47
2023-03-22,Sweater,Clothing,East,100.84,2,55.29,2023,3,Mar,2023-03,54.83
2022-08-16,Yoga Mat,Sports,West,891.73,5,227.99,2022,8,Aug,2022-08,25.57
2022-01-14,Wardrobe,Furniture,West,472.06,1,95.37,2022,1,Jan,2022-01,20.2
2021-11-21,Yoga Mat,Sports,Central,228.48,3,88.43,2021,11,Nov,2021-11,38.7
2023-05-11,Bookshelf,Furniture,East,1500.94,3,367.9,2023,5,May,2023-05,24.51
2022-02-18,Olive Oil,Groceries,North,13.92,1,1.05,2022,2,Feb,2022-02,7.54
2023-08-14,Running Shoes,Sports,East,146.36,7,50.23,2023,8,Aug,2023-08,34.32
2022-02-17,Yoga Mat,Sports,South,218.08,1,87.83,2022,2,Feb,2022-02,40.27
2023-04-14,Olive Oil,Groceries,West,8.11,3,0.77,2023,4,Apr,2023-04,9.49
2023-09-24,Headphones,Electronics,Central,5390.29,4,775.99,2023,9,Sep,2023-09,14.4
2022-08-11,Dress,Clothing,East,450.07,3,239.91,2022,8,Aug,2022-08,53.31
2021-06-05,Juice,Groceries,West,9.47,2,0.8,2021,6,Jun,2021-06,8.45
2023-12-30,Juice,Groceries,East,106.34,4,7.03,2023,12,Dec,2023-12,6.61
2022-06-07,Olive Oil,Groceries,Central,106.12,5,13.97,2022,6,Jun,2022-06,13.16
2023-06-20,Smartwatch,Electronics,South,124.17,1,11.62,2023,6,Jun,2023-06,9.36
2021-12-29,Monitor,Electronics,South,5146.68,7,434.08,2021,12,Dec,2021-12,8.43
2021-02-23,Wardrobe,Furniture,East,3722.88,6,1228.39,2021,2,Feb,2021-02,33.0
2021-08-12,Smartphone,Electronics,East,563.75,4,49.24,2021,8,Aug,2021-08,8.73
2021-04-26,Running Shoes,Sports,Central,1167.72,3,490.55,2021,4,Apr,2021-04,42.01
2021-09-08,Coffee,Groceries,North,8.85,1,1.18,2021,9,Sep,2021-09,13.33
2021-07-06,Tennis Racket,Sports,East,69.48,1,20.76,2021,7,Jul,2021-07,29.88
2021-10-01,Yoga Mat,Sports,West,385.24,4,117.94,2021,10,Oct,2021-10,30.61
2021-09-29,Sofa,Furniture,North,486.76,1,186.43,2021,9,Sep,2021-09,38.3
2021-03-22,Dumbbell Set,Sports,North,707.02,4,246.49,2021,3,Mar,2021-03,34.86
2023-08-28,Chair,Furniture,South,649.74,5,170.78,2023,8,Aug,2023-08,26.28
2021-02-24,Desk,Furniture,Central,650.67,1,257.75,2021,2,Feb,2021-02,39.61
2021-06-28,Sweater,Clothing,North,18.44,1,8.81,2021,6,Jun,2021-06,47.78
2021-10-20,Sofa,Furniture,South,3545.52,5,1402.28,2021,10,Oct,2021-10,39.55
2023-04-14,Tennis Racket,Sports,North,1378.95,5,485.59,2023,4,Apr,2023-04,35.21
2021-03-03,Sofa,Furniture,West,270.17,2,82.78,2021,3,Mar,2021-03,30.64
2023-02-01,Webcam,Electronics,West,4328.2,3,835.22,2023,2,Feb,2023-02,19.3
2023-12-07,Sweater,Clothing,East,571.24,4,262.83,2023,12,Dec,2023-12,46.01
2023-03-01,Olive Oil,Groceries,East,62.81,3,4.68,2023,3,Mar,2023-03,7.45
2022-04-19,Bicycle,Sports,East,265.43,1,77.53,2022,4,Apr,2022-04,29.21
2022-01-07,Olive Oil,Groceries,Central,58.35,2,5.69,2022,1,Jan,2022-01,9.75
2021-12-04,Yoga Mat,Sports,East,3065.23,8,783.12,2021,12,Dec,2021-12,25.55
2023-09-11,Dumbbell Set,Sports,Central,922.91,3,404.38,2023,9,Sep,2023-09,43.82
2022-10-07,Rice,Groceries,South,21.66,4,1.67,2022,10,Oct,2022-10,7.71
2023-04-30,Chair,Furniture,East,501.46,1,153.82,2023,4,Apr,2023-04,30.67
2021-03-11,Sweater,Clothing,Central,106.93,2,38.31,2021,3,Mar,2021-03,35.83
2021-12-29,Bread,Groceries,East,44.78,2,3.66,2021,12,Dec,2021-12,8.17
2022-05-05,Jeans,Clothing,West,324.08,3,130.1,2022,5,May,2022-05,40.14
2023-09-24,Dumbbell Set,Sports,South,383.1,5,147.57,2023,9,Sep,2023-09,38.52
2022-10-24,Sofa,Furniture,South,2566.98,4,517.16,2022,10,Oct,2022-10,20.15
2021-12-22,Sofa,Furniture,Central,364.2,3,85.92,2021,12,Dec,2021-12,23.59
2023-07-19,Dress,Clothing,Central,156.12,6,81.95,2023,7,Jul,2023-07,52.49
2021-09-17,Webcam,Electronics,Central,436.46000000000004,2,32.92,2021,9,Sep,2021-09,7.54
2022-10-23,Lamp,Furniture,East,1540.5,3,585.31,2022,10,Oct,2022-10,37.99
2021-10-28,Jacket,Clothing,Central,146.91,1,59.08,2021,10,Oct,2021-10,40.22
2022-01-29,Milk,Groceries,North,45.2,3,6.74,2022,1,Jan,2022-01,14.91
